Dataset,Row ID,Hate_Speech,Counter_Speech,Target,Target_2
Multi_CONAN,2507,"Jews are a separate ethnicity, a danger to national security, and should be banned.","The world is full of different ways of life, and I find it rather hard to see how diversity in a religion is a hindrance to a thriving society.",JEWS,
Multi_CONAN,2508,"Transexuals, queer, and so on... just a rabble of faggots.","This is not true. Being gay is not synonymous with being bisexual, pansexual, intersex, transgender, queer, deviant, lesbian, tranny, queermetaphysical, or whatever term you want to use... We should try to respect people for who they are instead.",LGBT+,
Multi_CONAN,2509,Gays are perverts.,"There is nothing ""perverted"" about being attracted to people of the same sex.",LGBT+,
Multi_CONAN,2510,Gays are perverts.,To love someone is entirely natural.,LGBT+,
Multi_CONAN,2511,Gays are perverts.,"Life is too short not to love who you like, or to worry about arbitary notions and 'norms' that are no longer relevant to how people live their lives.",LGBT+,
Multi_CONAN,2512,Gays are perverts.,Why do you think it is a crime to be gay? It is a societal disorder to target gays.,LGBT+,
Multi_CONAN,2513,All gay are psychopaths.,"According to the studies, the percentage of gay men that are actually psychopaths, is not different than the percentage in heterosexual.",LGBT+,
Multi_CONAN,2514,All gay are paedophiles.,"Do you consider this statement a true one? I wouldn't go as far as to say that all homophobes are in need of therapy, would you?",LGBT+,
Multi_CONAN,2515,All gay are paedophiles.,I think this statement is hurtful to LGBT+ people. How about you explain it?,LGBT+,
Multi_CONAN,2516,Gay men are a danger to children.,"You know, being gay is not a bad thing. It just means they are different from some other people.",LGBT+,
Multi_CONAN,2517,Gay men are just sissies.,It doesn't matter if they are gay or not. Being gay does not make you less of a man.,LGBT+,
Multi_CONAN,2518,Gay men are a danger to children.,"Homosexuality is not harmful to children. Actually, a growing number of research shows that children raised by same-sex couples are as physically or psychologically healthy, capable, and successful as those raised by opposite-sex couples.",LGBT+,
Multi_CONAN,2519,Gays are sick. They should be isolated urgently. They have no place in civilised society.,"Gay people exist, and are loved and valued for who they are. They are human beings with full human rights.",LGBT+,
Multi_CONAN,2520,Gays are sick. They should be isolated and isolated soon. They have no place in civilised society.,LGBT+ people exist and are valued for who they are. They are human beings with full human rights.,LGBT+,
Multi_CONAN,2521,Gays are sick. They should be isolated and isolated soon. They have no place in civilised society.,"In civilised countries (including Western countries) homosexuality is legal, and homosexual people have full rights. Gay people must be loved and valued for who they are, like everybody else.",LGBT+,
Multi_CONAN,2522,We should stop integrating immigrants. It would be a very good thing.,How about you stop blaming immigrants and start fixing our broken society?,MIGRANTS,
Multi_CONAN,2523,"We can't have mestizos in, we can't coexist with millions of immigrants that will destroy our culture.","Even in countries such as Italy, in which migration has been present for centuries and there is a lot of cultural fragmentation, there is still a strong sense of identity and culture, based on solidarity. So, migration is not an issue.",MIGRANTS,
Multi_CONAN,2524,We must stop immigration.,"In practice, immigrants from many countries integrate very well. They learn the language, the culture and respect the law.",MIGRANTS,
Multi_CONAN,2525,Illegal immigrants steal our jobs.,"Did you know that in a 2017 survey, about 29 million immigrants were working or looking for work in the U.S., making up some 17% of the total civilian labor force? Lawful immigrants made up the majority of the immigrant workforce, at 21.2 million. So this is not true.",MIGRANTS,
Multi_CONAN,2526,Migrants are not welcome here. They are not welcome in the modern European way of life.,"The European Union welcomes people from a wide range of backgrounds, including those from different religions. It is up to member states to decide how to address these legitimate differences, but always in full compliance with human rights.",MIGRANTS,
Multi_CONAN,2527,Migrants are not welcome here. They are not welcome in the modern European way of life.,"In many respects they have adapted well to our culture, and if some still speak a different language, live in poverty and are under-represented in society it is partly because of our discriminatory attitude.",MIGRANTS,
Multi_CONAN,2528,"We are being invaded, We must fight until we will vanquish immigrants.","Victory can be permanent, especially when it comes from within. Let's see if we can achieve a better Europe by vanquishing our irrational fears instead.",MIGRANTS,
Multi_CONAN,2529,Migrants are not welcome in our country.,"Migrants from the countries specified as having a 'very high' rate of immigration into the UK, are often accused of being unwilling to integrate. This is simply not true. If they do not want to integrate and don't like our country, why would they come here in the first place? Are they masochists or what?",MIGRANTS,
Multi_CONAN,2530,We don't need immigrants! There are plenty of them just waiting to replace us.,"If a 'replacement' was real, we'd have immigration levels in surplus for years already.",MIGRANTS,
Multi_CONAN,2531,Immigrants should be proud patriots of our country.,"We do not need them to 'be patriots' for us. Instead, we should work on better integration.",MIGRANTS,
Multi_CONAN,2532,"Immigrants bring crime, they are rapists.",Immigration is a necessary component of a successful society. Do you really think that the only people that are bringing crime to our country are immigrants?,MIGRANTS,
Multi_CONAN,2533,Our immigration policy is turning us into second-rate countries.,Are you aware that our immigration policy is about creating new opportunities for British people? Why should we turn our back on that?,MIGRANTS,
Multi_CONAN,2534,Migrants are just happy-go-lucky people with no moral code.,"Immigrants have given us a new way of life. They have helped to create new opportunities and improved our lot, and they earned it the hard way.",MIGRANTS,
